Text,Speaker
hey guys! i was at the library all morning and i already finished my five pages for today!,joey
yay!,ross
"great! now, we can go to the ranger game! last night!",chandler
"no dude, ross tore up the tickets!",joey
"i guess when you don't have so many distractions, it's easier for you to focus. huh?",ross
yeah or also when you don't have somebody breathing down your neck all the live long day!!,chandler
"yeah, well, that's fine, but the important thing is that i finished it. and uh, i think it's really good, but y'know it'd really help me is if i could hear it. so would you guys read it for me?",joey
all right.,chandler
all right.,ross
okay.,joey
hey man.,ross
what is up?,chandler
"about yesterday, i was really wrong. i am sorry.",ross
"no, it was me. i'm sorry. i over reacted.",chandler
"maybe it was both of us, but we had our best friend's interest… but we had our best friend's interest at heart.",ross
could i be more sorry.,chandler
"i don't know, i'm one sorry polentologist. i'm sorry.",ross
i'm sorry too.,chandler
"oh no! no-no, keep reading! the good part's coming up. keep going.",joey
"i am sorry, chandler.",ross
"i am sorry, ross.",chandler
a handsome man enters. well you co-created fireball. the end.,joey
this took you all day?!,chandler
"no-no, this only took five minutes. i spent the rest of the day coming up with new, ultimate fireball. ha-ha!",joey
"monica and rachel's, monica and rachel are about to read another one of joey's efforts.]",break
"okay, it's a typical new york city apartment. two girls are just hanging out.",joey
"hi, how are you doing kelly?",monica
"i'm doing just fine! god, tiffany, you smell so great!",rachel
it's my new perfume. why don't you come closer where you can really appreciate it?,monica
"oh, y'know joey, you are sick!",rachel
this is disgusting!,monica
i'm not reading this!,rachel
what?! wait-wait-wait! the handsome man was about to enter!!,joey
suzie villandry,teleplay by
brian boyle,story by
"monica and rachel's, monica and rachel are hosting a new year's party. so the place is crowded and in a shameless promotion for nbc they're watching jay leno's coverage of new year's from time square.]",break
is there any entertainment there? what are people doing?,jay leno
all right! here we go! 1999! the year of joey!,joey
we're very happy for you.,chandler
what's the matter?!,joey
"we wanted to kiss at midnight, but nobody else is going to so y'know…",chandler
"all right, i'll take care of it.",joey
"oh no, wait! joey!",monica
73! 72! 71!,ross
"ross! ross! ross, listen! who are you kissing at midnight, huh? rachel or phoebe?",joey
what?,ross
"well you gotta kiss someone, you can't kiss your sister.",joey
"well, who's gonna kiss my sister.",ross
chandler.,joey
"awww, man! really?",ross
"dude-dude, who would you rather have kiss your sister, me or chandler?",joey
that's a good point.,ross
yeah.,joey
"oh well, since i have that whole history with rachel, i guess phoebe.",ross
"okay, great!",joey
all right.,ross
pheebs! pheebs! ross wants to kiss you at midnight!,joey
"it's so obvious, why doesn't he just ask?",phoebe
"rach! rach! listen, i'm gonna kiss you at midnight.",joey
what?!,rachel
"well, everyone's gotta kiss someone. you can't kiss ross you got the history.",ross
so?,rachel
"so? who would you rather have kiss you, me or chandler?",joey
"oh, good point.",rachel
yeah!,joey
3! 2! 1! happy new year!!,all
happy new year!,chandler
happy new year.,monica
"happy new year, pheebs!",ross
you too!,phoebe
"happy new year, joey!",rachel
so did that do anything for ya?,joey
"monica and rachel's, after the party. everyone has left, except for the gang.]",break
y'know what? i'm gonna go out on a limb and say no divorces in '99!,ross
but your divorce isn't even final yet.,rachel
"just the one divorce in '99! y'know what, i am gonna be happy this year. i am gonna make myself happy.",ross
"do you want us to leave the room, or?",chandler
everyday i am gonna do one thing that i haven't done before. that my friends is my new year's resolution.,ross
ooh! that's a good one! mine is to pilot a commercial jet.,phoebe
"that's good one too, pheebs. now all you have to do is find a planeload of people who's resolution is to plummet to their deaths.",chandler
"maybe your resolution is to not make fun of your friends, especially the ones who may soon be flying you to europe for free on their own plane.",phoebe
she has a better chance of sprouting wings and flying up your nose than you do of not making fun of us.,monica
"in fact, i'll bet you 50 bucks that you can't go the whole year without making fun of us. eh, y'know what, better yet? a week.",ross
"i'll take that bet my friend. and you know what, paying me the 50 bucks could be the ""new thing you do that day!"" and it starts right now!",chandler
"all right, my new year's resolution is to learn how to play the guitar.",joey
ohh.,ross
really?! how come?,phoebe
"well, y'know those special skills i have listed on my resume? i would love it would be great if one of those was true.",joey
do you want me to teach you? i'm a great teacher.,phoebe
really? who-who have you taught?,joey
"well, i taught me and i love me.",phoebe
yeah that'd be great! thanks pheebs!,joey
"op, look! claire forgot her glasses! and she's gonna be really needing these to keep an eye on that boyfriend, who, i hear, needs to keep his stapler in his desk drawer, if you know what i'm talking about.",rachel
"hey rach, maybe your resolution should be to umm, gossip less.",monica
i don't gossip!,rachel
"well, maybe sometimes i find out things or i hear something and i pass that information on y'know kinda like a public service, it doesn't mean i'm a gossip. i mean, would you call ted kopel a gossip?",rachel
"well if ted kopel talked about his coworkers botched boob jobs, i would.",monica
what? they were like this!,rachel
"central perk, ross is talking to a beautiful woman as chandler and joey enter.]",break
i'll see you tomorrow.,woman
okay! hey!,ross
hey!,chandler and joey
i just asked that girl out.,ross
nice!,chandler
"nice!! yeah! is that part of your resolution, your new thing for today?",joey
yes it is. see.,ross
elizabeth hornswoggle?,chandler
"that's right, uh, elizabeth hornswoggle.",ross
horn-swoggle.,chandler
you all right chandler? is there something funny about that name?,joey
"no. no, i just think that maybe i-i'd heard it somewhere before.",chandler
oh really! where? somewhere funny i'd bet!,joey
"hi, pheebs!",ross
hey!,phoebe
"oh-oh, guess what? i-i have a date with elizabeth hornswoggle.",ross
"hornswoggle? ooh, this must be killing you.",phoebe
"all right, see you later.",ross
"see ya! all right pheebs, i am ready for my first lesson.",joey
okay.,phoebe
"umm, okay.",joey
"okay, lesson one: chords. now, i don't know the actual names of the chords but umm, i-i-i made up names for the way my hand looks while i'm doing them.",phoebe
"what an interesting approach to guitar instruction. y'know some might find it amusing, i myself find it regular.",chandler
"monica and rachel's, phoebe is entering with rachel.]",break
"hey everybody, rachel was so good today. she didn't gossip at all.",phoebe
"i didn’t! even when i found out…umm, all right, well let's just say i found something out something about someone and let's just say she's gonna keep it.",rachel
"hey, pheebs! check-check this out.",joey
"ooh, you nailed the old lady!",phoebe
"yeah listen so, i thought i was getting better, so on my way home today i stopped by this guitar store and…",joey
"did you, did you touch any of the guitars while you were there? did you?!",phoebe
no.,joey
give me your hands. pick. do you want to learn to play guitar?,phoebe
yes!,joey
then don't touch one!!,phoebe
hi!,ross
hi!,ben
hi ben!,monica
auntie monica!!,ben
someone comment on the pants!,chandler
i think they're very nice.,rachel
i like 'em.,monica
yeah!,joey
i like them a lot.,monica
"that's not what i had in mind! see, people like ross don't generally wear these types of pants. you see, they're very tight. maybe there's something in that area.",chandler
"oh see, i-i needed a new thing for today and there's this leather store that always smells so good and i thought to myself, ""wow, i never really owned a good smelling pair of pants before.""",ross
oh come on!!,chandler
"okay, seriously, what do you think?",ross
you look like a freak.,joey
"awful, absolutely awful.",rachel
"what are you, what are you doing?",ross
it's my new year's resolution!,monica
"what, to blind my child?",ross
no! to take more pictures of all of us together. i mean i really think it's the best resolution because everyone will enjoy the pictures.,monica
"well, everyone will enjoy my music as well.",joey
elizabeth hornswoggle's apartment; ross is there on his date with her. they are sitting on the couch watching a movie. ross is obviously hot.],break
are you hot?,ross
no.,elizabeth hornswoggle
"okay, it must just be me then.",ross
"that was just the pants on the couch. umm, hey, do you, do you mind if i use your bathroom?",ross
"no, go ahead.",elizabeth
thanks.,ross
ahhhhhhhhhhhhhh……….,ross
"hey, my favorite part is coming up!",elizabeth
'kay!,ross
oh my god!,ross
"monica and rachel's, phoebe is drilling joey on the chords as monica looks on.]",break
"tiger! joseph, did you even study at all last night?",phoebe
"yes! yes, i did.",joey
then do iceberg!,phoebe
g-sharp.,joey
g-sharp? have you been studying the real names of the chords? oh my god!,phoebe
what?! i didn't touch a guitar!,joey
"no, but you're questioning my method!",phoebe
"no, i'm not questioning it, i'm saying it's stupid!",joey
thank you.,monica
y'know none of my other student thought i was stupid.,phoebe
"your other student, was you!",joey
"yeah, well, y'know maybe you just need to try a little harder!",phoebe
,joey
"fine! you go learn from your qualified instructor! but don't come crying to me when everyone's sick and tired of hearing you play bad, bad leroy brown!!",phoebe
"""baddest man in the whole damn town.""",rachel
"oh, fine! take his side!",phoebe
i can't wait to be with you! i'll sneak over as soon as ross picks up ben. i'll just tell rachel i'm gonna be doing laundry for a couple of hours.,monica
,chandler
"awww, y'know what your nickname is, mr. big…",monica
arghh!!,rachel
"chandler, joey, and ross's, the phone rings and joey answers it.]",break
hello?,joey
"joey, it's ross! i need some help!",ross
"uhh, chandler's not here.",joey
"well, you can help me!",ross
okay.,joey
"listen, i'm in elizabeth's bathroom…",ross
nice!,joey
"no, i-i got really hot in my leather pants so i took them off but they must have shrunk from the-the sweat or-or-or my legs expanded from the heat. look, i-i can't put them back on. i can't!",ross
"oh. that is quite a situation. uh, do you see any like, powder?",joey
"powder! yeah! yeah, i have powder!",ross
"good-good, okay, sprinkle some of that on your legs, it'll absorb some of the moisture and then you can get your pants back up.",joey
"yeah, okay, hold on! they're not coming on man.",ross
"umm, do you see any—oh, vaseline?",joey
"ohh, i-i see lotion, i have lotion! will that work?",ross
"yeah, sure, spread some of that on there.",joey
hold on.,ross
ross? you okay?,joey
"they're still, they're still not coming on man and the lotion and the powder have made a paste!",ross
"really?! uhh, what color is it?",joey
what difference does that make?!,ross
"well, i'm just—if the paste matches the pants, you can make yourself a pair of paste pants and she won't know the difference!",joey
"joey, do you have a minute?",rachel
"dude, what am i gonna…",ross
,joey
"oh, joey, i have such a problem!",rachel
"oh well, you're timing couldn't be better. i am putting out fires all over the place.",joey
"okay. okay. okay. joey, i have got to tell you something!",rachel
"what-what is it, what is it?",joey
"oh my god, it's so huge, but you just have to promise me that you cannot tell anyone.",rachel
"oh no, no-no-no-no! i don't want to know!",joey
"yes! yes! yes, you do want to know! this is unbelievable!",rachel
"i don't care, rach! look, i am tired of being the guy who knows all the secrets but can't tell anyone!",joey
what? what secrets? you know secrets? what are they?,rachel
and you're not supposed to be gossiping!!,joey
"i know, i know! i just can't keep this one in, so i pick up the phone…",rachel
i'm not listening to you!,joey
elizabeth's apartment; elizabeth is inquiring as to the delay in ross's exit from her bathroom.],break
"ross, umm, you've been in there for a long time. i'm starting to get kinda freaked out.",elizabeth
"all right, i'm coming out. hey, can you turn the lights off.",ross
"no, let's just leave the lights on.",elizabeth
oh my god!,elizabeth
i had a problem.,ross
"central perk, joey is there to apologize to phoebe.]",break
"hey, pheebs?",joey
"no, i can't talk to you! i don't have a fancy ad in the yellow pages!",phoebe
"look, pheebs, i just, i wanna apologize for, for saying that your method was stupid and-and maybe ask you to be my teacher again. and-and i promise, i won't touch a guitar until you say i'm ready. you really think i'm ready?",joey
uh-huh!,phoebe
wow! cool!,joey
was the chord at least right…,joey
no!,phoebe
"monica and rachel's, ross is returning from his horrible trek back home without pants on. the whole gang is there.]",break
oh my god!,chandler
"we heard about your pants, i'm so sorry.",monica
"this year was supposed to be great! but, it's only the second day and i'm a loser with stupid leather pants that don't even fit!",ross
"no. no, you're not a loser.",all
look at me!,ross
"hey, hey, look. look ross, ben drew a picture of you! huh? you're-you're a cowboy!",monica
"oh, be-because of the leather pants.",ross
"see? ben doesn't think you're a loser, he thinks you're a cowboy! now that's something.",monica
yeah!,phoebe
that really is something; that's really cool.,rachel
howdy partner!,joey
"maybe i should get another pair! ooh, y'know, they-they had some with fringe all down the sides.",ross
"okay, now that everything's wrapped up here, i think i'm, i'm gonna go do my laundry.",monica
"oh yeah, me too. y'know if this shirt is dirty. yep.",chandler
"okay, i'm gonna go too. i'm gonna go to the airport. i figure if i hang around there long enough, someone's bound to leave one of those planes unattended.",phoebe
"good luck, honey!",rachel
bye!,phoebe
"hey, uh, joey?",rachel
umm?,joey
remember that big thing i was gonna tell you about?,rachel
"oh, no!",joey
"i'm not gonna tell you, but if you found out on your own, that would be okay and then we could talk about it. right?",rachel
"well, then it wouldn't be a secret. so yeah, that would be okay. yeah. yeah!",joey
"hey uh joe, would mind going over to chandler's bedroom and get that book back that he borrowed from me?",rachel
now? you want me to go over there now?,joey
yeah!,rachel
do you know something?,joey
do you know something?,rachel
i might know something.,joey
i might know something too.,rachel
what's the thing you know?,joey
"oh no, i can't tell you until you tell me what you know.",rachel
i can't tell you what i know.,joey
well then i can't tell you what i know.,rachel
"okay, fine.",joey
you don't know!,joey
"all right, how about i go over there and i will walk into chandler's bedroom and i will see that thing that i think that i know is actually the thing that i think that i know!",rachel
you know!!!!,joey
and you know!!!,rachel
"yeah, i know!!!!",joey
"chandler and monica?!! oh, this is unbelievable!! how long have you known?",rachel
"too long! oh my god, rach, i've been dying to talk to someone about this for so long! listen, listen, we can't say anything about this to anybody, they're so weird about that! listen…",joey
hey!,joey and rachel
hey! it's raining. i don't want to fly in the rain. so…,phoebe
"oh, i am going to go for a walk in the rain.",joey
"ohhh, yeah, me too.",rachel
that's weird. i bet they're doing it.,phoebe
"central perk, phoebe, ross, and monica are there.]",break
,chandler
"monica and rachel's, rachel is trying to pry more information about chandler and monica from joey who's sitting on the couch and busy downing a pizza.]",break
come on joey!!!,rachel
"rach, i told you everything i knew last night! look, it's not that big of a deal, so monica and chandler are doing it.",joey
i can't believe you would say that!,rachel
sorry. monica and chandler are making love.,joey
"no! i mean come on! this is a huge deal! fine i want—i need more details, who-who initiated the first kiss?",rachel
i don't know.,joey
is he romantic with her?,rachel
i don't know.,joey
are they in love?,rachel
i don't know.,joey
you don't know anything.,rachel
"ohh, i know one thing!",joey
what?,rachel
they did it right there on the couch.,joey
"central perk, everyone is there as ross enters.]",break
hey ross!,joey
hey!,phoebe
"wanna hear some good news? someone i know is getting married! yeah! and weddings are happy occasions! oh, by-the-by it's my ex-wife emily!",ross
what? oh!,all
sorry man.,chandler
here's your scone.,gunther
"oh, thanks gunther. stupid british snack food!!!!!!!",ross
did they teach you that in your anger management class?,chandler
"hey, you know what might help you deal with it? think of it this way, you and emily are in the past and you can't be mad about the past. so are you still mad about the louisiana purchase?",phoebe
"pheebs, i don’t think anyone's mad about that.",rachel
exactly! because it's in the past!,phoebe
anybody gonna eat that?,joey
"chandler's office, monica and him are at a party his office is throwing.]",break
"look at us all dressed up for the big office party! by the way, what are we celebrating?",monica
"oh, we had a lot of liquor left over from the christmas party.",chandler
i think this is so cool because none of our friends are here and we can be a real couple. we don't have to hide.,monica
"i know, i can do this.",chandler
"ooh, and i can do this.",monica
we can't do that.,both
"hey bing! wo-ho-ho, who's the pretty lady and what the hell is she doing with you?",doug
"i asked myself that very question, sir. uh, this is my boss, doug. doug this is monica.",chandler
"hi, nice to meet you!",monica
hi! and this is my wife kara.,doug
nice to meet you monica. bing!,kara
"say uh, bing, did you hear about the new law firm we got working for us?",doug
"no, sir.",chandler
"yeah, dewey, cheatum, and howe.",doug
"come on honey, let's go drink our body weight.",doug
what was that?,monica
what?,chandler
that noise you just made?,monica
"oh, that was my work laugh.",chandler
really? your work laugh?,monica
"oh, believe me, to survive this party, you're gonna have to come up with one too.",chandler
"all right, check me out.",monica
okay.,chandler
…says $30 father; same as in town.,doug
"central perk, monica is buying a muffin as chandler runs in.]",break
hey! everybody at work loved you last night!,chandler
really?,monica
"and! they like me more just because i was with ya! i think you repaired a lot of the damage from when they met joey. and doug wants us to play tennis with them. he's never even talked to me outside of work. except for that time when we bumped into each other at that strip club. strip church. anyway, i'm gonna go try and find a racquet.",chandler
"hey, i thought you already had one.",monica
"oh i used too, but then joey thought it would be fun to go to central park and hit rocks at…bigger rocks. hey rach, do you have a tennis racquet?",chandler
"oh umm, y'know i lent it to joey and i never actually got it back.",rachel
"okay, good luck with that.",chandler
hey!,rachel
hi!,monica
what's up?!,rachel
what are you doing here? i thought you had to do inventory all day.,monica
"well yeah, i do, but i decided to take a long lunch and spend some time with my friend monica. y'know i-i feel that we don't talk anymore. how are you? what is new with you?",rachel
"uhh, not much. uh, work's good.",monica
"oh y'know what, we don’t have to talk about work. we can talk about anything!",rachel
okay. umm…,monica
hey! y'know what? let's talk about relationships!,rachel
"okay, what's going on with you?",monica
nothing! you go!,rachel
"well, i-i—there was this guy at the bank that i thought was cute umm, but i don't anymore.",monica
"wow that's uh, juicy. umm, y'know what though mon, i actually do have a lot of work to do so if-if—are you sure there's just not anything else?",rachel
"yes, i'm sure! rachel is there something that you want to talk me about?",monica
no! if there was i wouldn't tell you.,rachel
"chandler, joey, and ross's, phoebe is settling a dispute between the chick and the duck.]",break
"okay, then what happened?",phoebe
you'll get your turn!,phoebe
"hey pheebs, what's going on?",ross
nothing! this is not over!,phoebe
no! no! no!,ross
what?!,phoebe
"i was up all night writing this really nasty letter to emily! it was perfect and now it's all covered in-in… actually, thanks!",ross
all right! everybody ready to go to the movies?,joey
"uh actually, i think i'm gonna skip it.",ross
really?,joey
"yeah, i'm gonna stay and read my book. i just wanna be alone right now.",ross
"oh. are you sure you don't want to come? tom hanks, meg ryan, they get mail and stuff.",joey
"that's okay, joe.",ross
"all right, let's go pheebs.",joey
oh god!,ross
"a tennis court somewhere in the city of new york, it's the doubles match-up of a century chandler and monica versus doug and kara.]",break
bing!,doug
oww!!,kara
game!,monica
"well, i gotta tell ya bing; that partner of yours is a real tiger. are you all right sweethart?",doug
i'm not all right.,kara
"we're, we're just gonna get a little sip of water.",doug
"am i on fire today or what?! those birds are browned, basted, and ready to be carved!",monica
"okay, easy martina. i think we should let them win the next game.",chandler
"i'm sorry, i don't understand what you just said.",monica
let them win one.,chandler
"are you crazy?! we own those two! i mean look at 'um, he can't breath and she's popping pills.",monica
you're not even giving them a chance!,chandler
they have racquets don't they?!,monica
"uh bing, i think we're gonna make this the last game.",doug
"oh yes, sir! put me out of my misery. are you sure you never played pro? please let them win!",chandler
i'll take it down to 95% but that's the best i can do.,monica
"oopsey, missed it!",chandler
i got it!,monica
nice shot.,doug
i got it!!,monica
,break
long!,chandler
"monica and rachel's, monica and chandler are returning from the game.]",break
i can't believe you let them win!,monica
"yeah, at least you hid your feelings well about it.",chandler
i was frustrated.,monica
it was my racquet.,chandler
i was frustrated with you!,monica
if we hadn't lost the game they never would've invented us to dinner tomorrow night.,chandler
"y'know what really bothers me? is—it's how-how different you act around them! i mean y'know the throwing the tennis games, the fake laugh, the ""i'll see you around, bing!"" ""not if i see you first, doug!"" i gotta tell you, i don't like work chandler. okay? the guy's a suck-up.",monica
"okay y'know what, because you said that, i'm not putting out tonight.",chandler
"chandler, joey, and ross's, the next morning the girls are there with joey.]",break
"i'm telling you, something's wrong! my brother does not stay out all night.",monica
maybe we should check the trash chute.,joey
ross couldn't fit down the trash chute.,rachel
"that's right, he almost could. which is exactly how i got stuck there.",joey
hey!,phoebe
there he is!,rachel
oh my god! where the hell have you been?!!,monica
"just, y'know out.",ross
"ohh, out, oh god, i don't know why we didn't think to check there!",rachel
what were you doing?,phoebe
"i uh, went to a bar. and then i just uh, just walked around for a while.",ross
you walked around all night in the city by yourself?,rachel
he hooked up! he hooked up with someone.,joey
"look, i don't have to answer your questions! okay? i'm a big boy, i can do whatever i want!",ross
he hooked up!! tell us about her!,joey
"oh….my….gawd!! uh-huh, it's janice.]",[suddenly the door opens and ross's mystery girl enters. i'll give you a hint to who it is
,janice
"chandler, joey, and ross's, continued from earlier.]",break
uh-oh-okay. uh-oh-okay. i know what you all are thinking. but chandler is in yemen! i'm a young woman! i have needs! i can't wait forever!,janice
yeah! no that's what i was thinking.,rachel
"so i'm asking you please, take a moment before you judge me.",janice
"oh, nobody's judging you.",phoebe
oh! okay!,janice
"okay, look, i-i know what you guys are going to say…",ross
you two will have very hairy children.,phoebe
"okay, i didn't know you would say that.",ross
ross! janice?!,rachel
"all right, hold on! hold on. hold on. this is ross, okay? he's our friend. he obviously went crazy. he obviously lost his mind.",joey
"look, i didn't lose my mind! okay, janice and i have a lot in common! we've-we've both been divorced. we-we both have kids.",ross
so are you actually gonna see her again?,phoebe
phoebe! don't put ideas in his head!,joey
i am gonna see her again.,ross
damnit phoebe!!,joey
"monica and rachel's, monica is going through her purse as rachel rushes in.]",break
"okay, i have to tell you something that i have never admitted during our entire friendship! but, when we were in high school i made out with james farrell even when i knew that you liked him! wow, that feels so good to get off my chest! okay, you go!",rachel
my turn? what-what are you talking about?,monica
"ugh, monica, i know about you and chandler.",rachel
what?!,monica
"i overheard you guys on the phone the other day, and you said, ""i'll just tell rachel that i'm doing laundry for a couple of hours."" and he said, ""laundry? is that my new nickname?"" and you said, ""no! you know what your nickname is, mr. big.""",rachel
well. sounds like you're writing yourself a little play there rach. wow! let me know how that one turns out.,monica
"well, i wouldn't know because i got so freaked out that i hung up the phone.",rachel
"well, if you had kept listening, you-you would have heard me call him mr. big……ot.",monica
what?!,rachel
mr. bigot. he tells the most racist jokes.,monica
all right. so you're telling me that there is nothing going on between you and chandler.,rachel
me and chandler?!,monica
"chandler, joey, and ross's, phoebe and joey are there.]",break
"all right, put your 20 bucks down. first one to find the tasty treat wins. okay?",joey
uh-hmm.,phoebe
all right. let's get the contestants out of their isolation booths.,joey
get your foot off my contestant! judge!,phoebe
"judge rules, no violation.",joey
ohhh.,phoebe
hey guys!,ross
hey!,phoebe
yeah!,joey
"y'know what? it sounds so weird to say this but, i just had a great day with janice!",ross
what?!,joey
are you serious?!,phoebe
yeah! i opened up to her about all the terrible stuff that's been happening to me. i mean i talked for hours. it is amazing to have someone give you such-such focused attention.,ross
"you don't need janice for that, you've got us. we…",phoebe
and the duck gets the nutter-butter!,joey
"no!! hey-hey that's not a nutter-butter, that's just an old wonton!",phoebe
"judge rules, nutter-butter.",joey
"ohh, tough call.",phoebe
yeah.,joey
"doug's house, chandler, monica, and them are just finishing dinner.]",break
"but seriously, i believe that we should all support president clinton. and her husband bill.",doug
so how do you kids like your coffee?,kara
"oh, none for me. thanks.",monica
just a little bit of sugar.,chandler
"well, maybe i'll bring it out and have monica stick her finger in it. that oughta sweeten it up, huh?",doug
how does that laugh not give you a headache?,monica
"oh, you get used to it.",chandler
"y'know, i-i-i don't think that i can. so if you don't mind, maybe this will be it for me on the work things.",monica
"so i laugh at my boss's jokes, what's the big deal?",chandler
i'd rather hang out with a sniveling work weasel guy when i can be hanging out with my boyfriend who i actually respect.,monica
oh.,chandler
did you hear what i said bing?,doug
what?,chandler
the joke bing. what's the matter with you?,doug
"well, i-i just didn't think it was funny sir.",chandler
excuse me?,doug
"well, i just…",chandler
"honey, i just don't think that you understood the joke.",monica
really?,chandler
"yeah! i mean it was really funny, i-i just don't think you got it. you see kara's coffee is-is-is weak tasting, okay? but-but what doug was-was imply that it was weak physically. you get it now honey?",monica
"i think i do! thank you, monica.",chandler
i thought you could use the help.,monica
coffee in a fight!,chandler
"monica and rachel's, rachel is going through the mail as joey enters.]",break
"hey rach! hey, you mind if i read my comic books in here?",joey
sure! why?,rachel
"oh well, chandler and monica are over there and it's kinda hard to concentrate.",joey
what?! she just called and said that she was gonna be working late! she keeps lying to me! that's it! y'know what? i'm just gonna go over there and confront them right now!,rachel
"all right, so you're telling me that i have to tell racist jokes now?!",chandler
sorry! i'm just—i'm not very good at this! i'm a terrible liar and i hate having to lie to rachel!,monica
but we're not ready to tell yet!,chandler
i know! it's just that…ever since high school rachel was the one person i told everything too. y'know? i miss that so much now. she's my best friend.,monica
"joey?! oh my god, rachel!",monica
hey! hi!,rachel
wh-wh-what are you doing here? (she tries to pull her shirt down to cover the fact that she's wearing men's boxers.],monica
"well, i was actually—i-i came over here to-to borrow this lamp. to umm, look at my books, y'know, see them a little better.",rachel
okay great!,monica
yeah!,rachel
"great! umm, well what-what i was doing in chandler's room is that umm, i was cleaning it! in fact, he pays me to clean it!",monica
oh! what a great way to earn some extra pocket money.,rachel
"y'know when i said to you earlier that i was at work umm, i'm at my new work.",monica
"that's good enough. right? okay, well umm, i'm gonna go look at my books!",rachel
okay.,monica
okay.,rachel
i'll get back to my new job.,monica
'kay.,rachel
"man, she is really gullible.",chandler
"central perk, ross and janice are sitting on the couch.]",break
here you go.,gunther
thanks!,ross
"actually, i should get going.",janice
"are you sure? because i can stay out as late as you want. i told you how i'm on sabbatical from work, right?",ross
yes! yes! you did!,janice
oh…,ross
what is wrong now?!,janice
this isn't what i ordered! man! can anything go right in my life?! first my marriage falls apart and then…,ross
"i know! i know! and then you lose your apartment! and then you lose your job! and then your ex-wife gets married so fast! and now the coffee—ahh!! ross, we need to talk.",janice
okay. sometimes i feel…,ross
"no-no-no, no. i'm going to talk. i believe that the sun has set on our day in the sun.",janice
huh?,ross
"you're a very sweet person ross, umm, unfortunately i don't think i can take another second of you whining!!",janice
"let-let me make sure i'm hearing this right, you're ending this with me because i'm too whiney? so you're saying, i've become so whiney that i annoy you, janice.",ross
well yeah!!,janice
oh…my…god!!,ross
are you gonna be okay?,janice
i am now.,ross
okay.,janice
"umm, hi.",joey
"oh hi! well, i guess that's two out of three, joey.",janice
"chandler, joey, and ross's, chandler is reading a magazine as ross hands him a beer.]",break
"dude, we got to talk.",ross
okay.,chandler
"i just wanted to tell you something before you heard it from someone else and i hope this isn't too weird, but uh, i had uh, a thing with janice. what you're-you're not mad?",ross
why would i be mad?,chandler
"well, because y'know there are certain rules about this kind of stuff. you don't uh, you don't fool around with your uh, friend's ex-girlfriends or possible girlfriends or girls they're related to.",ross
"i am mad! but you know what i'm gonna do? i'm gonna forgive you! because that's what friends do! they forgive their friends when they do everything you just said, all on the list there. well, but i want you to remember that i forgave you.",chandler
okay.,ross
i also want you to remember that i let you live here rent free!,chandler
all right.,ross
"and, i want you to remember that i gave you twenty seven dollars. no strings attached. now, if you can't remember that, i think we should write it down—let's write it down!",chandler
seth kirkland,teleplay by
michael curtis,story by
"chandler's bedroom, he is giving monica a massage.]",break
i can't believe we've never done this before! it's sooo good! so good for monica!,monica
"oh! look at that, time's up! my turn!",chandler
that was a half an hour?,monica
it's your timer.,chandler
"y'know, i don't like to brag about it, but i give the best massages!",monica
"all right, then massage me up right nice!",chandler
ah! ahh!! ahh!!,chandler
"it's so good, isn't it?",monica
it's so good i don't know what i've done to deserve it!,chandler
say good-bye to sore muscles!,monica
good-bye muscles!!,chandler
"central perk, chandler and joey are sitting on the couch.]",break
"i'm telling you, she gives the worst massages ever!! okay, it was like she was torturing me for information. and i wanted to give it up i just—i didn't know what it was!",chandler
"chandler, if it really hurts that bad you should just tell her.",joey
"look, for the first time in my life i'm in a real relationship. okay, i'm not gonna screw that up by y'know, telling the truth.",chandler
hey.,ross
"whoa, dude, look out! you almost crushed my hat!",joey
sorry.,ross
,chandler
this would be the place where you explain the hat.,ross
"oh! yeah, look there's this play all right? and i'm up for the part of this real cool like suave international guy. a real clothes horse. so i figure that everyone at the audition is gonna be wearing this kinda y'know, ultra-hip, high fashion stuff.",joey
and you're gonna make them all disappear.,chandler
"yeah, like you could find something as sophisticated as this.",joey
done.,chandler
"joey, if you wanna look good, why don't you just come down to the store? i'll help you out.",rachel
"great! thanks, rach!",joey
"sure! god, please take those off!",rachel
all right.,joey
"hey pheebs, how's it going?",ross
hey.,chandler
"hey! umm, well, only okay because i just got back from, from the hospital.",phoebe
what?,rachel
is everything okay?,ross
are you all right?,joey
"oh yeah, no-no-no. i'm fine. i'm okay, but umm, my grandma sorta died.",phoebe
pheebs! sorry!,joey
"it's okay, i mean she had a really incredible life. and it's not like i'm never gonna see her again, y'know she's gonna visit.",phoebe
"well maybe, maybe she's with us right now?",rachel
"yeah, her first day on a new spiritual plane and she's gonna come to the coffeehouse!",phoebe
guys! guys! i just saw two people having s*x in a car right outside.,monica
"uhh, pheebs' grandmother just died.",ross
"ohh my god, i'm so sorry.",monica
"it's okay. actually y'know what, it's kinda cool. 'cause it's like y'know, one life ends and another begins.",phoebe
"not the way they're doing it. what, what happened? how did she die?",monica
"well umm, okay we were in the market and she bent down to get some yogurt and she just never came back up again.",phoebe
"pheebs, i'm so sorry.",joey
"it was really sweet. the last thing she said to me was; ""okay dear, you go get the eggs and i'm gonna get the yogurt and we'll meet at the checkout counter."" and y'know what? we will meet at the checkout counter.",phoebe
"bloomingdale's, rachel is fixing joey up with some new clothes.]",break
